plate,well,compound,dose,score
21,compound-001_21_P07,piketoprofen,10.0,0.7898349761962891
21,compound-001_21_P13,promazine,10.0,0.8134289979934692
21,compound-001_21_P15,chlorprothixene,10.0,0.6308001279830933
21,compound-001_21_P16,CRISPR_control,,1.1390632390975952
21,compound-001_21_P17,CRISPR_control,,1.2893503904342651
21,compound-001_21_P18,DIPT,2.5,0.5770623683929443
21,compound-001_21_P21,CRISPR_control,,0.5866124629974365
21,compound-001_21_P22,emedastine,0.01,0.6368941068649292
21,compound-001_21_P23,dinoprost,0.025,0.6783250570297241
21,compound-001_21_P24,CRISPR_control,,0.7010021209716797
21,compound-001_21_P25,quinine-ethyl-carbonate,1.0,1.2245657444000244
21,compound-001_21_P26,ramifenazone,0.1,0.6768017411231995
21,compound-001_21_P28,CRISPR_control,,0.6095991730690002
21,compound-001_21_P29,EMPTY_control,,1.3349671363830566
21,compound-001_21_P30,AZM475271,0.25,0.993621289730072
21,compound-001_21_P32,bromantan,10.0,0.8127927780151367
21,compound-001_21_P34,GSK429286A,2.5,0.9817658066749573
21,compound-001_21_P35,bromantan,0.01,0.7930498719215393
21,compound-001_21_P36,tetrahydrozoline,0.25,0.7351034879684448
21,compound-001_21_P38,CRISPR_control,,0.957502007484436
21,compound-001_21_P39,silver-sulfadiazine,2.5,0.5185426473617554
21,compound-001_21_P40,flumecinol,0.1,1.0873255729675293
21,compound-001_21_P42,zuclopenthixol,0.025,0.5730624794960022
21,compound-001_21_P44,gestodene,0.025,1.2986465692520142
21,compound-001_21_P47,CRISPR_control,,0.9408570528030396
21,compound-001_21_Q02,tofisopam,0.1,0.8111642599105835
21,compound-001_21_Q03,trelagliptin,1.0,0.7551109194755554
21,compound-001_21_Q06,phenylbenzimidazole-sulfonic-acid,0.25,1.0928947925567627
21,compound-001_21_Q07,Lumiracoxib,2.5,1.582228660583496
21,compound-001_21_Q08,tiquizium,0.025,0.6430540084838867
21,compound-001_21_Q09,pirenoxine,0.01,1.1563515663146973
21,compound-001_21_Q10,dinoprost,0.1,1.091781497001648
21,compound-001_21_Q12,CRISPR_control,,1.6042379140853882
21,compound-001_21_Q14,CRISPR_control,,0.7836531400680542
21,compound-001_21_Q17,nateglinide,1.0,0.8936638236045837
21,compound-001_21_Q18,EMPTY_control,,1.160136103630066
21,compound-001_21_Q19,EMPTY_control,,1.7133710384368896
21,compound-001_21_Q20,CRISPR_control,,1.2250882387161255
21,compound-001_21_Q22,zuclopenthixol,2.5,1.1722512245178223
21,compound-001_21_Q23,CRISPR_control,,0.8651579022407532
21,compound-001_21_Q25,cariprazine,0.0025,0.6468159556388855
21,compound-001_21_Q29,pirlindole,1.0,0.6393993496894836
21,compound-001_21_Q31,CRISPR_control,,1.944892168045044
21,compound-001_21_Q32,gestodene,0.1,0.645388662815094
21,compound-001_21_Q33,BI 2536,2.5,1.5386033058166504
21,compound-001_21_Q34,dipivefrine,0.1,1.3968135118484497
21,compound-001_21_Q37,arotinolol,10.0,0.7510573267936707
21,compound-001_21_Q38,EMPTY_control,,1.4860371351242065
21,compound-001_21_Q39,atovaquone,2.5,0.8243282437324524
21,compound-001_21_Q40,MLN2238,2.5,0.7921750545501709
21,compound-001_21_Q42,olprinone,0.1,1.6992396116256714
21,compound-001_21_Q43,gidazepam,0.25,1.2449584007263184
21,compound-001_21_Q44,mabuprofen,0.0025,1.0518404245376587
21,compound-001_21_Q45,viloxazine,0.25,1.01242995262146
21,compound-001_21_Q47,atovaquone,0.025,1.2297146320343018
21,compound-001_21_R02,DIPT,0.01,0.7833580374717712
21,compound-001_21_R03,viloxazine,10.0,0.9260932207107544
21,compound-001_21_R04,cafestol,0.01,0.8364694714546204
21,compound-001_21_R06,viloxazine,0.0025,0.7612698078155518
21,compound-001_21_R07,trelagliptin,0.25,0.6376978754997253
21,compound-001_21_R08,ethaverine,0.025,0.6871946454048157
21,compound-001_21_R09,pirlindole,0.0025,1.0821595191955566
21,compound-001_21_R13,CRISPR_control,,0.9506224393844604
21,compound-001_21_R15,Esomeprazole,0.25,0.9301196932792664
21,compound-001_21_R16,pirlindole,2.5,1.0715934038162231
21,compound-001_21_R17,CRISPR_control,,1.5085467100143433
21,compound-001_21_R18,ecabet,0.025,0.9905750155448914
21,compound-001_21_R19,cafestol,0.1,1.0319769382476807
21,compound-001_21_R21,CRISPR_control,,0.7564487457275391
21,compound-001_21_R22,CRISPR_control,,0.6774958968162537
21,compound-001_21_R24,EMPTY_control,,1.0687552690505981
21,compound-001_21_R26,lovastatin,2.5,0.7020649313926697
21,compound-001_21_R29,dorzolamide,0.25,0.6185612678527832
21,compound-001_21_R30,nateglinide,0.0025,1.240749716758728
21,compound-001_21_R31,CRISPR_control,,0.8351253867149353
21,compound-001_21_R32,chlorprothixene,0.025,0.7255904078483582
21,compound-001_21_R33,MLN9708,2.5,1.045706033706665
21,compound-001_21_R34,tromaril,1.0,1.078323245048523
21,compound-001_21_R35,viloxazine,0.1,0.8381641507148743
21,compound-001_21_R37,SR-1078,2.5,0.976058840751648
21,compound-001_21_R41,ecabet,10.0,1.1656876802444458
21,compound-001_21_R45,azosemide,0.25,0.9922004342079163
21,compound-001_21_R46,EMPTY_control,,1.38820219039917
21,compound-001_21_S02,sacubitril,0.01,0.9889035224914551
21,compound-001_21_S04,piketoprofen,0.1,0.5742366313934326
21,compound-001_21_S05,CRISPR_control,,0.6577408313751221
21,compound-001_21_S06,CRISPR_control,,1.224878191947937
21,compound-001_21_S08,CRISPR_control,,0.7196735143661499
21,compound-001_21_S11,carbadox,0.025,0.9730716347694397
21,compound-001_21_S12,EMPTY_control,,1.461615800857544
21,compound-001_21_S13,flumecinol,10.0,0.7217347025871277
21,compound-001_21_S14,6-Mercaptopurine (6-MP),2.5,0.7763174176216125
21,compound-001_21_S16,arotinolol,0.1,0.7678630352020264
21,compound-001_21_S17,CRISPR_control,,1.0806251764297485
21,compound-001_21_S19,CRISPR_control,,0.99318528175354
21,compound-001_21_S20,ramifenazone,10.0,0.6855138540267944
21,compound-001_21_S21,DIPT,0.1,0.6741034984588623
21,compound-001_21_S23,CRISPR_control,,0.7108242511749268
21,compound-001_21_S24,gestodene,10.0,0.8951027989387512
21,compound-001_21_S27,cloperastine,10.0,1.102774739265442
21,compound-001_21_S28,octinoxate,10.0,0.9548705816268921
21,compound-001_21_S29,gestodene,0.25,1.0942716598510742
21,compound-001_21_S32,zolimidine,1.0,0.6326605677604675
21,compound-001_21_S33,CRISPR_control,,0.7654922604560852
21,compound-001_21_S37,Esomeprazole,2.5,0.9465947151184082
21,compound-001_21_S38,metrizoic-acid,0.0025,0.9724516868591309
21,compound-001_21_S40,EMPTY_control,,1.313206672668457
21,compound-001_21_S42,EMPTY_control,,1.2578535079956055
21,compound-001_21_S43,CRISPR_control,,0.7405358552932739
21,compound-001_21_T02,ritodrine,0.01,0.6078382730484009
21,compound-001_21_T03,EMPTY_control,,0.9343084692955017
21,compound-001_21_T04,piketoprofen,0.025,0.5417719483375549
21,compound-001_21_T05,EMPTY_control,,0.8332550525665283
21,compound-001_21_T07,bunazosin,0.1,0.7415991425514221
21,compound-001_21_T08,azosemide,0.025,0.9500074982643127
21,compound-001_21_T10,zolimidine,0.025,0.7160611152648926
21,compound-001_21_T13,gidazepam,10.0,1.016491413116455
21,compound-001_21_T16,EMPTY_control,,0.8114365339279175
21,compound-001_21_T17,bunazosin,0.0025,1.017605185508728
21,compound-001_21_T19,CRISPR_control,,0.826120138168335
21,compound-001_21_T20,nateglinide,10.0,0.8849910497665405
21,compound-001_21_T21,tofisopam,1.0,0.904041051864624
21,compound-001_21_T25,bendazac,0.1,1.0825612545013428
21,compound-001_21_T26,nateglinide,0.1,0.7147148251533508
21,compound-001_21_T27,gidazepam,0.01,1.0973316431045532
21,compound-001_21_T28,CRISPR_control,,1.0042624473571777
21,compound-001_21_T29,ritodrine,0.1,0.8509052991867065
21,compound-001_21_T31,CRISPR_control,,0.9432870745658875
21,compound-001_21_T33,cinoxate,0.1,0.670785129070282
21,compound-001_21_T35,tromaril,0.1,0.6634716987609863
21,compound-001_21_T37,bunazosin,0.01,1.3413249254226685
21,compound-001_21_T43,emedastine,0.0025,1.5638550519943237
21,compound-001_21_T45,tromaril,2.5,1.1164993047714233
21,compound-001_21_T47,flumecinol,0.0025,1.2308862209320068
21,compound-001_21_U02,BIIB021,2.5,0.9557627439498901
21,compound-001_21_U03,EMPTY_control,,1.5578458309173584
21,compound-001_21_U04,olprinone,1.0,1.0363092422485352
21,compound-001_21_U05,GSK256066,2.5,0.6058121919631958
21,compound-001_21_U08,emedastine,10.0,0.6395078301429749
21,compound-001_21_U09,phenolsulfonphthalein,0.0025,0.875953197479248
21,compound-001_21_U11,trelagliptin,0.01,0.9408193230628967
21,compound-001_21_U12,ethaverine,0.1,0.6448141932487488
21,compound-001_21_U13,BIIB021,0.25,0.7865750193595886
21,compound-001_21_U15,etacrynic-acid,0.0025,0.6298684477806091
21,compound-001_21_U17,chlorprothixene,0.0025,0.843402087688446
21,compound-001_21_U20,CRISPR_control,,1.2468901872634888
21,compound-001_21_U21,letosteine,0.1,0.5324016213417053
21,compound-001_21_U22,tromaril,0.025,0.5639193654060364
21,compound-001_21_U23,zolimidine,0.0025,0.6309384703636169
21,compound-001_21_U24,bendazac,2.5,0.5581847429275513
21,compound-001_21_U27,piketoprofen,1.0,0.5140426158905029
21,compound-001_21_U29,olprinone,0.025,0.6588122844696045
21,compound-001_21_U32,EMPTY_control,,0.8808273673057556
21,compound-001_21_U35,gestodene,0.0025,0.6051521897315979
21,compound-001_21_U36,etofylline-clofibrate,0.01,0.811937153339386
21,compound-001_21_U37,SR-1078,0.25,0.9617091417312622
21,compound-001_21_U38,CRISPR_control,,1.0544307231903076
21,compound-001_21_U39,Amfebutamone,2.5,0.6803646087646484
21,compound-001_21_U43,PD0325901,0.25,0.9940775036811829
21,compound-001_21_U44,ramifenazone,0.025,1.2275515794754028
21,compound-001_21_U45,decoquinate,0.0025,0.9594290256500244
21,compound-001_21_U47,CRISPR_control,,0.8109323978424072
21,compound-001_21_V04,CRISPR_control,,0.8103629946708679
21,compound-001_21_V06,azosemide,0.01,1.0948092937469482
21,compound-001_21_V09,EMPTY_control,,1.343554139137268
21,compound-001_21_V10,DIPT,1.0,0.6820881962776184
21,compound-001_21_V17,EMPTY_control,,0.9658371806144714
21,compound-001_21_V18,CRISPR_control,,0.5601059794425964
21,compound-001_21_V19,nifekalant,0.25,0.8805463910102844
21,compound-001_21_V21,pirenoxine,1.0,0.7710692882537842
21,compound-001_21_V22,phenolsulfonphthalein,2.5,0.7269980907440186
21,compound-001_21_V23,cloperastine,0.01,0.5536046624183655
21,compound-001_21_V24,ecabet,0.1,0.7421793937683105
21,compound-001_21_V25,tiquizium,1.0,0.7700626254081726
21,compound-001_21_V27,flumecinol,0.01,0.7398152351379395
21,compound-001_21_V28,cariprazine,0.01,0.6451120972633362
21,compound-001_21_V29,dinoprost,0.01,0.8533065319061279
21,compound-001_21_V31,CRISPR_control,,0.7712580561637878
21,compound-001_21_V32,octinoxate,2.5,0.914594292640686
21,compound-001_21_V33,etacrynic-acid,2.5,0.536811113357544
21,compound-001_21_V34,PD168393,2.5,0.6909259557723999
21,compound-001_21_V35,EMPTY_control,,0.9442971348762512
21,compound-001_21_V37,cinoxate,0.25,0.5518153309822083
21,compound-001_21_V38,BIRB 796,0.25,0.9416232705116272
21,compound-001_21_V41,EMPTY_control,,1.2734094858169556
21,compound-001_21_V42,ramifenazone,0.01,0.9127447009086609
21,compound-001_21_V43,EMPTY_control,,0.9523568749427795
21,compound-001_21_V45,cafestol,2.5,0.7720984220504761
21,compound-001_21_W03,bromantan,0.1,0.9277501702308655
21,compound-001_21_W08,chlorprothixene,0.1,1.3841458559036255
21,compound-001_21_W09,sacubitril,0.25,1.1334254741668701
21,compound-001_21_W11,etofylline-clofibrate,10.0,0.9617530107498169
21,compound-001_21_W12,CRISPR_control,,1.1759568452835083
21,compound-001_21_W15,aztreonam,2.5,0.66241854429245
21,compound-001_21_W17,chlorprothixene,2.5,0.6888978481292725
21,compound-001_21_W18,tromaril,0.01,0.5549510717391968
21,compound-001_21_W26,carbadox,0.25,0.6387513279914856
21,compound-001_21_W27,escitalopram,2.5,1.1386147737503052
21,compound-001_21_W29,GSK256066,0.25,0.7088313698768616
21,compound-001_21_W30,metrizoic-acid,0.25,1.120158314704895
21,compound-001_21_W32,dinoprost,0.25,1.2360308170318604
21,compound-001_21_W38,olprinone,0.0025,0.7355152368545532
21,compound-001_21_W40,atovaquone,10.0,0.7177630662918091
21,compound-001_21_W41,EMPTY_control,,0.9563593864440918
21,compound-001_21_W42,tiquizium,0.01,0.7433648705482483
21,compound-001_21_W43,ritodrine,0.25,0.9491041302680969
21,compound-001_21_W44,EMPTY_control,,2.0927648544311523
21,compound-001_21_W45,CRISPR_control,,0.7357493042945862
21,compound-001_21_W47,nifenalol,0.025,1.2198073863983154
21,compound-001_21_X02,etacrynic-acid,1.0,0.95722496509552
21,compound-001_21_X03,phenolsulfonphthalein,0.1,0.6974917054176331
21,compound-001_21_X06,CRISPR_control,,0.7635704278945923
21,compound-001_21_X09,pirenoxine,0.1,0.6605912446975708
21,compound-001_21_X10,CRISPR_control,,0.9466174840927124
21,compound-001_21_X12,CRISPR_control,,1.0847513675689697
21,compound-001_21_X13,CRISPR_control,,0.9624000191688538
21,compound-001_21_X15,aztreonam,10.0,1.0256452560424805
21,compound-001_21_X16,CRISPR_control,,0.7506754994392395
21,compound-001_21_X21,dorzolamide,0.0025,0.7150295972824097
21,compound-001_21_X22,nifenalol,0.0025,0.4366069734096527
21,compound-001_21_X24,mabuprofen,0.01,0.8487304449081421
21,compound-001_21_X25,zuclopenthixol,0.25,1.2126942873001099
21,compound-001_21_X27,aztreonam,0.0025,0.6726207137107849
21,compound-001_21_X29,metrizoic-acid,1.0,0.9472137689590454
21,compound-001_21_X30,cariprazine,0.25,1.0737717151641846
21,compound-001_21_X32,CRISPR_control,,1.1230968236923218
21,compound-001_21_X33,letosteine,2.5,0.8662256002426147
21,compound-001_21_X34,CRISPR_control,,0.6714434027671814
21,compound-001_21_X37,atovaquone,0.1,0.6890111565589905
21,compound-001_21_X38,pirenoxine,2.5,0.5927626490592957
21,compound-001_21_X44,CRISPR_control,,0.566379725933075
21,compound-001_21_X45,Lumiracoxib,0.25,0.8300212025642395
21,compound-001_21_X46,metrizoic-acid,10.0,1.0416796207427979
21,compound-001_21_X47,bendazac,0.25,0.7499774694442749
21,compound-001_21_Y02,CRISPR_control,,0.8790479898452759
21,compound-001_21_Y04,mabuprofen,1.0,0.6437759399414062
21,compound-001_21_Y05,silver-sulfadiazine,0.25,0.7400293350219727
21,compound-001_21_Y06,Epothilone A,0.25,0.7184839844703674
21,compound-001_21_Y11,MLN9708,0.25,0.9572649002075195
21,compound-001_21_Y16,CRISPR_control,,0.7351414561271667
21,compound-001_21_Y17,bunazosin,0.025,0.7934940457344055
21,compound-001_21_Y18,tromaril,10.0,1.222030520439148
21,compound-001_21_Y19,EMPTY_control,,1.603299617767334
21,compound-001_21_Y22,tofisopam,0.01,0.5779158473014832
21,compound-001_21_Y23,viloxazine,0.025,0.7124066948890686
21,compound-001_21_Y27,stepronin,0.1,1.3833931684494019
21,compound-001_21_Y28,CRISPR_control,,1.4636625051498413
21,compound-001_21_Y29,promazine,0.0025,0.8983598351478577
21,compound-001_21_Y31,zuclopenthixol,0.01,0.7088678479194641
21,compound-001_21_Y38,ritodrine,10.0,1.0366812944412231
21,compound-001_21_Y39,EMPTY_control,,1.4754759073257446
21,compound-001_21_Y41,ethaverine,10.0,1.7975393533706665
21,compound-001_21_Y42,GSK429286A,0.25,0.9184581637382507
21,compound-001_21_Y47,EMPTY_control,,1.6895114183425903
21,compound-001_21_Z03,CRISPR_control,,1.0791587829589844
21,compound-001_21_Z05,sacubitril,1.0,1.0294040441513062
21,compound-001_21_Z08,CRISPR_control,,1.010553240776062
21,compound-001_21_Z10,BI 2536,0.25,0.6380927562713623
21,compound-001_21_Z12,dorzolamide,10.0,0.7219808101654053
21,compound-001_21_Z13,EMPTY_control,,1.449225664138794
21,compound-001_21_Z16,ritodrine,1.0,1.0163742303848267
21,compound-001_21_Z17,EMPTY_control,,1.1186031103134155
21,compound-001_21_Z18,CRISPR_control,,1.5349667072296143
21,compound-001_21_Z19,CRISPR_control,,1.2042971849441528
21,compound-001_21_Z20,flumecinol,1.0,0.9304853677749634
21,compound-001_21_Z23,piketoprofen,2.5,0.97592693567276
21,compound-001_21_Z25,bendazac,0.025,1.0440319776535034
21,compound-001_21_Z26,CRISPR_control,,0.9317043423652649
21,compound-001_21_Z29,CRISPR_control,,1.4360731840133667
21,compound-001_21_Z32,CRISPR_control,,0.6057842969894409
21,compound-001_21_Z33,emedastine,2.5,1.295480489730835
21,compound-001_21_Z35,SR-1078,0.0025,0.8500459790229797
21,compound-001_21_Z37,trelagliptin,0.0025,0.9874486327171326
21,compound-001_21_Z38,arotinolol,2.5,0.6996333599090576
21,compound-001_21_Z40,EMPTY_control,,1.4054045677185059
21,compound-001_21_Z42,AZM475271,2.5,1.2714347839355469
21,compound-001_21_Z45,phenolsulfonphthalein,1.0,0.9445468187332153
21,compound-001_21_Z46,DIPT,0.025,1.2616496086120605
21,compound-001_21_Z47,CRISPR_control,,1.3265172243118286
21,compound-003_21_AA03,CRISPR_control,,0.8768792152404785
21,compound-003_21_AA04,EMPTY_control,,0.8101708889007568
21,compound-003_21_AA05,closantel,0.1,0.547042191028595
21,compound-003_21_AA06,Ronidazole,0.0025,1.2891207933425903
21,compound-003_21_AA07,Droperidol,0.1,0.822343111038208
21,compound-003_21_AA08,CRISPR_control,,1.098661184310913
21,compound-003_21_AA09,Carbachol,1.0,1.6472183465957642
21,compound-003_21_AA10,evans-blue,0.01,0.6984828114509583
21,compound-003_21_AA11,Sulfamonomethoxine (no structure),2.5,0.9120728373527527
21,compound-003_21_AA12,Cabozantinib,0.01,1.1163959503173828
21,compound-003_21_AA13,Esomeprazole,0.25,1.2307069301605225
21,compound-003_21_AA19,Lonidamine,0.025,0.5953152179718018
21,compound-003_21_AA20,inimur,10.0,0.7257624864578247
21,compound-003_21_AA21,Oxyclozanide,2.5,0.7906359434127808
21,compound-003_21_AA22,Hexylresorcinol,0.25,0.9850327968597412
21,compound-003_21_AA23,Propacetamol hydrochloride,0.1,1.734320044517517
21,compound-003_21_AA24,Sitagliptin phosphate monohydrate,10.0,1.5953266620635986
21,compound-003_21_AA25,CRISPR_control,,0.92946457862854
21,compound-003_21_AA26,PD0325901,0.25,0.6315431594848633
21,compound-003_21_AA27,promethazine,10.0,1.5937002897262573
21,compound-003_21_AA28,Glycopyrrolate,0.0025,0.6811007857322693
21,compound-003_21_AA29,Carbachol,2.5,0.7750038504600525
21,compound-003_21_AA30,AZM475271,2.5,0.6976826190948486
21,compound-003_21_AA31,Etofibrate,2.5,0.9620187282562256
21,compound-003_21_AA32,CRISPR_control,,0.5603545904159546
21,compound-003_21_AA34,EMPTY_control,,0.8670258522033691
21,compound-003_21_AA35,Sulfamonomethoxine (no structure),1.0,0.8000200390815735
21,compound-003_21_AA36,Alpha-hydroxydeoxycholic acid,0.025,1.3748672008514404
21,compound-003_21_AA37,4-Aminosalicylate,0.1,0.8205083608627319
21,compound-003_21_AA38,Sulfaphenazole,1.0,0.6708396673202515
21,compound-003_21_AA39,CRISPR_control,,0.6842555999755859
21,compound-003_21_AA40,Parecoxib,0.0025,0.708678126335144
21,compound-003_21_AA41,Chlorpropamide,10.0,0.4672619700431824
21,compound-003_21_AA42,Doxofylline,0.1,0.8015265464782715
21,compound-003_21_AA43,Clofoctol,0.1,0.6541939973831177
21,compound-003_21_AA44,CRISPR_control,,1.3604283332824707
21,compound-003_21_AA45,BI 2536,0.25,1.1675797700881958
21,compound-003_21_AA47,Cephapirin Benzathine,1.0,0.8304744958877563
21,compound-003_21_AB02,EMPTY_control,,1.0614854097366333
21,compound-003_21_AB04,Betahistine,0.25,0.7692457437515259
21,compound-003_21_AB05,Cephalothin,2.5,0.9717062711715698
21,compound-003_21_AB08,MLN9708,2.5,4.13344144821167
21,compound-003_21_AB09,GDC-0994,0.25,1.8466005325317383
21,compound-003_21_AB10,Sulfaphenazole,0.025,0.58251953125
21,compound-003_21_AB11,Cabozantinib,10.0,3.7661571502685547
21,compound-003_21_AB12,Dinitolmide,0.0025,0.9783836603164673
21,compound-003_21_AB13,Sorafenib,0.01,2.023275136947632
21,compound-003_21_AB14,EMPTY_control,,1.2134184837341309
21,compound-003_21_AB15,Saxagliptin hydrate,0.01,0.6000384092330933
21,compound-003_21_AB16,6-Mercaptopurine (6-MP),2.5,0.6430011987686157
21,compound-003_21_AB17,CRISPR_control,,1.524082899093628
21,compound-003_21_AB18,Ataluren,0.0025,0.7667462229728699
21,compound-003_21_AB19,furazolidone,1.0,1.022990345954895
21,compound-003_21_AB20,Vildagliptin,0.25,0.836040198802948
21,compound-003_21_AB21,Parecoxib,0.25,0.7167254090309143
21,compound-003_21_AB23,nadifloxacin,0.25,0.7996664643287659
21,compound-003_21_AB24,CRISPR_control,,0.5128054022789001
21,compound-003_21_AB25,Sulfaphenazole,0.01,0.6180481910705566
21,compound-003_21_AB26,Ibudilast,0.25,0.4758042097091675
21,compound-003_21_AB29,EMPTY_control,,1.1500811576843262
21,compound-003_21_AB33,Ethoxzolamide,0.0025,0.5251743197441101
21,compound-003_21_AB34,Droperidol,1.0,0.7115810513496399
21,compound-003_21_AB35,Chlorpropamide,2.5,0.6459671258926392
21,compound-003_21_AB36,EMPTY_control,,0.5408924221992493
21,compound-003_21_AB37,Benznidazole,0.0025,0.9539190530776978
21,compound-003_21_AB38,Cabozantinib,2.5,2.144291877746582
21,compound-003_21_AB41,promethazine,0.01,1.8107599020004272
21,compound-003_21_AB42,CRISPR_control,,0.71371990442276
21,compound-003_21_AB43,furazolidone,0.01,0.7368622422218323
21,compound-003_21_AB44,Ropinirole,0.01,0.6435984373092651
21,compound-003_21_AB45,Nortriptyline,0.025,0.7715375423431396
21,compound-003_21_AB46,Sulfacetamide,0.01,1.3779642581939697
21,compound-003_21_AB47,AZD2858,1.0,0.528549075126648
21,compound-003_21_AC03,EMPTY_control,,1.1662498712539673
21,compound-003_21_AC06,tavaborole,0.25,0.853968620300293
21,compound-003_21_AC07,Diflunisal (no structure),0.01,0.7464487552642822
21,compound-003_21_AC08,Droperidol,2.5,0.9987340569496155
21,compound-003_21_AC09,Cinoxacin,2.5,0.7533686757087708
21,compound-003_21_AC11,Sulfaphenazole,2.5,0.8879044055938721
21,compound-003_21_AC12,CRISPR_control,,0.6701030135154724
21,compound-003_21_AC14,6-Mercaptopurine (6-MP),0.25,0.7573950290679932
21,compound-003_21_AC15,Clofoctol,10.0,1.149336576461792
21,compound-003_21_AC17,Etofibrate,0.1,0.9681648015975952
21,compound-003_21_AC19,promethazine,0.025,0.9487178325653076
21,compound-003_21_AC21,fexofenadine,0.0025,1.3769207000732422
21,compound-003_21_AC22,Oxyclozanide,0.0025,0.6686674952507019
21,compound-003_21_AC23,Tamibarotene,0.025,1.0009568929672241
21,compound-003_21_AC26,fexofenadine,0.01,0.774800181388855
21,compound-003_21_AC27,QNZ,0.025,0.5207327008247375
21,compound-003_21_AC28,Rufinamide,0.25,0.874462902545929
21,compound-003_21_AC31,CRISPR_control,,0.9369915127754211
21,compound-003_21_AC33,ribitol,1.0,0.8204333782196045
21,compound-003_21_AC34,ciprofibrate,0.01,0.965728223323822
21,compound-003_21_AC36,buparvaquone,0.0025,0.8991509675979614
21,compound-003_21_AC37,Diflunisal (no structure),0.25,0.924979567527771
21,compound-003_21_AC38,closantel,10.0,1.1512415409088135
21,compound-003_21_AC39,CRISPR_control,,0.9186787605285645
21,compound-003_21_AC40,Cyclizine,0.25,1.0595113039016724
21,compound-003_21_AC41,Desloratadine,0.1,0.7363474369049072
21,compound-003_21_AC42,RKI-1447,0.0025,0.6588838696479797
21,compound-003_21_AC43,EMPTY_control,,1.4222636222839355
21,compound-003_21_AC44,CRISPR_control,,0.85426265001297
21,compound-003_21_AC46,CRISPR_control,,1.4695318937301636
21,compound-003_21_AC47,RKI-1447,0.25,0.6173220276832581
21,compound-003_21_AD02,Ropinirole,0.025,0.7574141621589661
21,compound-003_21_AD03,CRISPR_control,,0.8010590076446533
21,compound-003_21_AD07,CRISPR_control,,1.215304970741272
21,compound-003_21_AD09,AZD2858,0.25,0.9242510795593262
21,compound-003_21_AD10,Sulfamonomethoxine (no structure),0.25,0.8981092572212219
21,compound-003_21_AD11,MNS,0.025,1.0324605703353882
21,compound-003_21_AD13,buparvaquone,1.0,1.2105443477630615
21,compound-003_21_AD16,CRISPR_control,,1.0105321407318115
21,compound-003_21_AD17,EMPTY_control,,1.1174825429916382
21,compound-003_21_AD18,Sorafenib,1.0,1.2406941652297974
21,compound-003_21_AD19,Molsidomine,0.25,0.7988345623016357
21,compound-003_21_AD20,Tamibarotene,0.25,1.5016156435012817
21,compound-003_21_AD22,Ataluren,0.25,1.1210174560546875
21,compound-003_21_AD23,Hexylresorcinol,0.01,1.0007976293563843
21,compound-003_21_AD25,ribitol,0.01,0.7752697467803955
21,compound-003_21_AD27,CRISPR_control,,1.294721245765686
21,compound-003_21_AD28,Rosuvastatin,2.5,0.9610415697097778
21,compound-003_21_AD30,CRISPR_control,,1.0520323514938354
21,compound-003_21_AD31,Cephapirin Benzathine,0.025,0.8842841386795044
21,compound-003_21_AD32,CRISPR_control,,1.239020586013794
21,compound-003_21_AD33,LY2835219,2.5,1.0879745483398438
21,compound-003_21_AD36,Ronidazole,0.025,1.1490862369537354
21,compound-003_21_AD38,ciprofibrate,0.0025,0.7207567691802979
21,compound-003_21_AD40,Propacetamol hydrochloride,0.0025,1.107863187789917
21,compound-003_21_AD41,CRISPR_control,,0.7692946195602417
21,compound-003_21_AD42,fexofenadine,2.5,0.6679291129112244
21,compound-003_21_AD43,Sulfabenzamide (no structure),0.01,1.0425108671188354
21,compound-003_21_AD45,methoxyphenamine,10.0,0.7883806824684143
21,compound-003_21_AD47,CRISPR_control,,0.9216477870941162
21,compound-003_21_AE02,CRISPR_control,,0.7517635226249695
21,compound-003_21_AE03,buparvaquone,0.025,0.9949814677238464
21,compound-003_21_AE04,Cyclizine,0.025,1.3930504322052002
21,compound-003_21_AE05,CRISPR_control,,1.4529101848602295
21,compound-003_21_AE06,Cabozantinib,0.1,1.7531183958053589
21,compound-003_21_AE07,Tamibarotene,2.5,0.9918538928031921
21,compound-003_21_AE08,Epothilone A,2.5,1.7609217166900635
21,compound-003_21_AE10,CRISPR_control,,1.1170573234558105
21,compound-003_21_AE11,Afloqualone,0.25,1.2179937362670898
21,compound-003_21_AE12,EMPTY_control,,1.0803884267807007
21,compound-003_21_AE13,Umeclidinium bromide,0.0025,0.6728371381759644
21,compound-003_21_AE15,4-Biphenylacetic acid,0.0025,0.742705762386322
21,compound-003_21_AE16,GF109203X,0.25,0.9398266673088074
21,compound-003_21_AE19,Diflunisal (no structure),0.1,1.0148992538452148
21,compound-003_21_AE20,Triacetin,0.25,0.7056484818458557
21,compound-003_21_AE21,Calcipotriene,2.5,1.1100499629974365
21,compound-003_21_AE22,Erythritol,0.25,1.1157341003417969
21,compound-003_21_AE26,Benzethonium,0.25,1.003973364830017
21,compound-003_21_AE27,Clofoctol,2.5,0.9188631772994995
21,compound-003_21_AE30,Ticagrelor,10.0,1.0483554601669312
21,compound-003_21_AE31,CPI-203,2.5,1.4945136308670044
21,compound-003_21_AE32,Ractopamine,2.5,0.8791363835334778
21,compound-003_21_AE34,Carbachol,10.0,0.6242062449455261
21,compound-003_21_AE35,Clofoctol,0.0025,0.6253463625907898
