id,series,bf,green,red,split
Set_4_Cam_DIO_PI_19_11_15__8,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/8.0.jpg,Set_4_Cam_DIO_PI_19_11_15/8.2.jpg,Set_4_Cam_DIO_PI_19_11_15/8.1.jpg,train
Set_4_Cam_DIO_PI_19_11_15__9,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/9.0.jpg,Set_4_Cam_DIO_PI_19_11_15/9.2.jpg,Set_4_Cam_DIO_PI_19_11_15/9.1.jpg,train
Set_4_Cam_DIO_PI_19_11_15__10,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/10.0.jpg,Set_4_Cam_DIO_PI_19_11_15/10.1.jpg,Set_4_Cam_DIO_PI_19_11_15/10.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__11,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/11.0.jpg,Set_4_Cam_DIO_PI_19_11_15/11.1.jpg,Set_4_Cam_DIO_PI_19_11_15/11.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__12,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/12.0.jpg,Set_4_Cam_DIO_PI_19_11_15/12.2.jpg,Set_4_Cam_DIO_PI_19_11_15/12.1.jpg,train
Set_4_Cam_DIO_PI_19_11_15__13,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/13.0.jpg,Set_4_Cam_DIO_PI_19_11_15/13.1.jpg,Set_4_Cam_DIO_PI_19_11_15/13.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__14,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/14.0.jpg,Set_4_Cam_DIO_PI_19_11_15/14.1.jpg,Set_4_Cam_DIO_PI_19_11_15/14.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__15,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/15.0.jpg,Set_4_Cam_DIO_PI_19_11_15/15.1.jpg,Set_4_Cam_DIO_PI_19_11_15/15.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__16,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/16.0.jpg,Set_4_Cam_DIO_PI_19_11_15/16.1.jpg,Set_4_Cam_DIO_PI_19_11_15/16.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__17,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/17.0.jpg,Set_4_Cam_DIO_PI_19_11_15/17.1.jpg,Set_4_Cam_DIO_PI_19_11_15/17.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__18,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/18.0.jpg,Set_4_Cam_DIO_PI_19_11_15/18.1.jpg,Set_4_Cam_DIO_PI_19_11_15/18.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__19,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/19.0.jpg,Set_4_Cam_DIO_PI_19_11_15/19.1.jpg,Set_4_Cam_DIO_PI_19_11_15/19.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__20,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/20.0.jpg,Set_4_Cam_DIO_PI_19_11_15/20.1.jpg,Set_4_Cam_DIO_PI_19_11_15/20.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__21,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/21.0.jpg,Set_4_Cam_DIO_PI_19_11_15/21.1.jpg,Set_4_Cam_DIO_PI_19_11_15/21.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__22,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/22.0.jpg,Set_4_Cam_DIO_PI_19_11_15/22.1.jpg,Set_4_Cam_DIO_PI_19_11_15/22.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__23,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/23.0.jpg,Set_4_Cam_DIO_PI_19_11_15/23.1.jpg,Set_4_Cam_DIO_PI_19_11_15/23.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__24,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/24.0.jpg,Set_4_Cam_DIO_PI_19_11_15/24.1.jpg,Set_4_Cam_DIO_PI_19_11_15/24.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__25,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/25.0.jpg,Set_4_Cam_DIO_PI_19_11_15/25.1.jpg,Set_4_Cam_DIO_PI_19_11_15/25.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__26,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/26.0.jpg,Set_4_Cam_DIO_PI_19_11_15/26.1.jpg,Set_4_Cam_DIO_PI_19_11_15/26.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__27,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/27.0.jpg,Set_4_Cam_DIO_PI_19_11_15/27.1.jpg,Set_4_Cam_DIO_PI_19_11_15/27.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__28,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/28.0.jpg,Set_4_Cam_DIO_PI_19_11_15/28.1.jpg,Set_4_Cam_DIO_PI_19_11_15/28.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__29,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/29.0.jpg,Set_4_Cam_DIO_PI_19_11_15/29.1.jpg,Set_4_Cam_DIO_PI_19_11_15/29.2.jpg,train
Set_4_Cam_DIO_PI_19_11_15__30,Set_4_Cam_DIO_PI_19_11_15,Set_4_Cam_DIO_PI_19_11_15/30.0.jpg,Set_4_Cam_DIO_PI_19_11_15/30.1.jpg,Set_4_Cam_DIO_PI_19_11_15/30.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__1,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/1.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/1.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/1.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__2,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/2.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/2.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/2.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__3,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/3.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/3.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/3.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__4,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/4.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/4.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/4.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__5,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/5.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/5.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/5.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__6,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/6.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/6.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/6.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__7,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/7.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/7.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/7.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__8,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/8.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/8.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/8.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__9,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/9.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/9.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/9.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__10,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/10.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/10.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/10.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__11,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/11.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/11.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/11.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__12,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/12.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/12.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/12.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__13,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/13.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/13.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/13.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__14,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/14.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/14.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/14.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__15,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/15.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/15.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/15.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__16,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/16.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/16.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/16.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__17,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/17.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/17.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/17.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__18,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/18.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/18.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/18.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__19,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/19.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/19.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/19.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__20,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/20.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/20.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/20.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__21,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/21.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/21.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/21.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__22,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/22.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/22.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/22.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__23,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/23.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/23.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/23.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__24,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/24.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/24.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/24.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__25,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/25.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/25.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/25.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__26,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/26.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/26.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/26.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__27,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/27.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/27.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/27.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__28,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/28.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/28.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/28.1.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__29,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/29.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/29.1.jpg,Set_4_Ctrl_DIO_PI_19_11_15/29.2.jpg,train
Set_4_Ctrl_DIO_PI_19_11_15__30,Set_4_Ctrl_DIO_PI_19_11_15,Set_4_Ctrl_DIO_PI_19_11_15/30.0.jpg,Set_4_Ctrl_DIO_PI_19_11_15/30.2.jpg,Set_4_Ctrl_DIO_PI_19_11_15/30.1.jpg,train
